"Ano","Regiao","Sub_Regiao","Pais","ADM0_ISO","Mes","UnidMaior","GID_1","GeoCodUnidMaior","UnidMenor","GID_2","GeoCodUnidMenor","Especie","Categoria","TotalCasos","TotalNaoConfirmados","CASO_VARIANTE","CASO_FILOGEN","CASO_CERTIFICACAO","CASO_DATA_CERTIFIC","CASO_LAB","matchcode"
2015,"América Latina","Caribe Latino","Dominican Republic","DOM",2,"Dajabon","DOM.4_1","DOM-DJB","NULL","Sin Informacion","...","Perros","Perros",1,"0","NULL","","P","2015-07-20 11:48:02.460","1",NA
2010,"América Latina","Caribe Latino","Dominican Republic","DOM",4,"Dajabon","DOM.4_1","DOM-DJB","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2010-08-17 14:47:28.243","1",NA
2010,"América Latina","Caribe Latino","Dominican Republic","DOM",11,"Dajabon","DOM.4_1","DOM-DJB","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2010-11-22 15:53:24.860","1",NA
2003,"América Latina","Caribe Latino","Dominican Republic","DOM",6,"Dajabon","DOM.4_1","DOM-DJB","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2003-06-18 00:00:00.000","NULL",NA
2015,"América Latina","Caribe Latino","Dominican Republic","DOM",4,"Dajabon","DOM.4_1","DOM-DJB","NULL","Sin Informacion","...","Perros","Perros",1,"0","NULL","","P","2015-07-24 11:22:40.003","1",NA
2003,"América Latina","Caribe Latino","Dominican Republic","DOM",7,"Dajabon","DOM.4_1","DOM-DJB","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2003-07-15 00:00:00.000","NULL",NA
2011,"América Latina","Caribe Latino","Dominican Republic","DOM",9,"Distrito Nacional","DOM.5_1","DOM-DNC","NULL","Sin Informacion","...","Perros","Perros",1,"0","NULL","","P","2011-09-13 10:03:59.393","1",NA
2011,"América Latina","Caribe Latino","Dominican Republic","DOM",3,"Distrito Nacional","DOM.5_1","DOM-DNC","Sin Informacion","Sin Informacion","...","Perros","Perros",2,"NULL","NULL","NULL","P","2011-05-13 09:50:49.270","NULL",NA
2009,"América Latina","Caribe Latino","Dominican Republic","DOM",11,"Distrito Nacional","DOM.5_1","DOM-DNC","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2009-12-09 09:22:34.680","1",NA
2010,"América Latina","Caribe Latino","Dominican Republic","DOM",8,"Distrito Nacional","DOM.5_1","DOM-DNC","Sin Informacion","Sin Informacion","...","Perros","Perros",2,"0","NULL","NULL","P","2010-08-30 12:51:55.080","2",NA
2010,"América Latina","Caribe Latino","Dominican Republic","DOM",2,"Distrito Nacional","DOM.5_1","DOM-DNC","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2010-08-17 14:47:19.290","1",NA
2010,"América Latina","Caribe Latino","Dominican Republic","DOM",8,"Distrito Nacional","DOM.5_1","DOM-DNC","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2010-08-17 14:47:50.573","1",NA
2012,"América Latina","Caribe Latino","Dominican Republic","DOM",2,"Distrito Nacional","DOM.5_1","DOM-DNC","NULL","Sin Informacion","...","Perros","Perros",1,"0","NULL","","P","2012-02-29 01:38:02.730","1",NA
2011,"América Latina","Caribe Latino","Dominican Republic","DOM",10,"Distrito Nacional","DOM.5_1","DOM-DNC","NULL","Sin Informacion","...","Perros","Perros",1,"0","NULL","","P","2011-10-11 16:44:13.163","1",NA
2011,"América Latina","Caribe Latino","Dominican Republic","DOM",10,"Distrito Nacional","DOM.5_1","DOM-DNC","NULL","Sin Informacion","...","Perros","Perros",1,"0","NULL","","P","2011-10-31 09:17:27.180","1",NA
2010,"América Latina","Caribe Latino","Dominican Republic","DOM",4,"Distrito Nacional","DOM.5_1","DOM-DNC","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2010-08-17 14:47:35.700","1",NA
2011,"América Latina","Caribe Latino","Dominican Republic","DOM",12,"Distrito Nacional","DOM.5_1","DOM-DNC","NULL","Sin Informacion","...","Perros","Perros",1,"0","NULL","","P","2012-01-07 21:09:52.407","1",NA
2011,"América Latina","Caribe Latino","Dominican Republic","DOM",11,"Distrito Nacional","DOM.5_1","DOM-DNC","NULL","Sin Informacion","...","Perros","Perros",1,"0","NULL","","P","2011-12-07 19:21:09.363","1",NA
2011,"América Latina","Caribe Latino","Dominican Republic","DOM",1,"Distrito Nacional","DOM.5_1","DOM-DNC","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2011-05-13 09:50:23.020","NULL",NA
2015,"América Latina","Caribe Latino","Dominican Republic","DOM",5,"Duarte","DOM.6_1","DOM-DUA","San Fco. De Macoris","DOM.6.6_1","DOM-DUA-000001","Perros","Perros",1,"1","NULL","","P","2015-08-03 15:07:01.203","0","DOM006005"
2009,"América Latina","Caribe Latino","Dominican Republic","DOM",1,"Duarte","DOM.6_1","DOM-DUA","San Fco. De Macoris","DOM.6.6_1","DOM-DUA-000001","Perros","Perros",1,"0","NULL","NULL","P","2009-02-20 12:39:32.550","1","DOM006005"
2014,"América Latina","Caribe Latino","Dominican Republic","DOM",7,"Duarte","DOM.6_1","DOM-DUA","San Fco. De Macoris","DOM.6.6_1","DOM-DUA-000001","Perros","Perros",1,"0","NULL","","P","2014-11-24 07:00:27.870","1","DOM006005"
2008,"América Latina","Caribe Latino","Dominican Republic","DOM",4,"Duarte","DOM.6_1","DOM-DUA","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2008-05-05 14:19:53.783","1",NA
2013,"América Latina","Caribe Latino","Dominican Republic","DOM",1,"El Seibo","DOM.7_1","DOM-ESE","El Seybo","DOM.7.2_1","DOM-ESE-000003","Perros","Perros",1,"0","NULL","","P","2013-03-07 13:08:25.457","1","DOM007002"
2005,"América Latina","Caribe Latino","Dominican Republic","DOM",4,"El Seibo","DOM.7_1","DOM-ESE","El Seybo","DOM.7.2_1","DOM-ESE-000003","Perros","Perros",1,"0","NULL","NULL","P","2005-04-15 10:35:37.173","1","DOM007002"
2014,"América Latina","Caribe Latino","Dominican Republic","DOM",9,"El Seibo","DOM.7_1","DOM-ESE","El Seybo","DOM.7.2_1","DOM-ESE-000003","Perros","Perros",1,"0","NULL","","P","2014-11-24 07:00:27.943","1","DOM007002"
2003,"América Latina","Caribe Latino","Dominican Republic","DOM",2,"El Seibo","DOM.7_1","DOM-ESE","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2003-02-25 00:00:00.000","NULL",NA
2004,"América Latina","Caribe Latino","Dominican Republic","DOM",0,"Elias Pina","DOM.12_1","DOM-LST","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2005-10-14 13:41:36.997","1",NA
2015,"América Latina","Caribe Latino","Dominican Republic","DOM",1,"Elias Pina","DOM.12_1","DOM-LST","NULL","Sin Informacion","...","Perros","Perros",1,"0","NULL","","P","2015-04-10 18:51:36.127","1",NA
2010,"América Latina","Caribe Latino","Dominican Republic","DOM",9,"Elias Pina","DOM.12_1","DOM-LST","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2010-09-14 09:06:10.120","1",NA
2013,"América Latina","Caribe Latino","Dominican Republic","DOM",2,"Elias Pina","DOM.12_1","DOM-LST","NULL","Sin Informacion","...","Perros","Perros",1,"0","NULL","","P","2013-03-11 15:39:55.690","1",NA
2011,"América Latina","Caribe Latino","Dominican Republic","DOM",12,"Elias Pina","DOM.12_1","DOM-LST","NULL","Sin Informacion","...","Perros","Perros",1,"0","NULL","","P","2011-12-19 15:59:18.497","1",NA
2005,"América Latina","Caribe Latino","Dominican Republic","DOM",1,"Elias Pina","DOM.12_1","DOM-LST","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2005-02-01 08:34:21.947","1",NA
2011,"América Latina","Caribe Latino","Dominican Republic","DOM",4,"Elias Pina","DOM.12_1","DOM-LST","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2011-05-09 13:11:41.240","1",NA
2003,"América Latina","Caribe Latino","Dominican Republic","DOM",3,"Elias Pina","DOM.12_1","DOM-LST","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2003-03-25 00:00:00.000","NULL",NA
2005,"América Latina","Caribe Latino","Dominican Republic","DOM",4,"Elias Pina","DOM.12_1","DOM-LST","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2005-04-26 16:01:47.833","1",NA
2011,"América Latina","Caribe Latino","Dominican Republic","DOM",6,"Elias Pina","DOM.12_1","DOM-LST","NULL","Sin Informacion","...","Perros","Perros",1,"0","NULL","","P","2011-09-13 09:59:52.127","1",NA
2003,"América Latina","Caribe Latino","Dominican Republic","DOM",10,"Elias Pina","DOM.12_1","DOM-LST","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2003-10-29 00:00:00.000","NULL",NA
2010,"América Latina","Caribe Latino","Dominican Republic","DOM",10,"Espaillat","DOM.8_1","DOM-ESP","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2010-11-03 10:15:09.200","1",NA
2012,"América Latina","Caribe Latino","Dominican Republic","DOM",8,"Espaillat","DOM.8_1","DOM-ESP","NULL","Sin Informacion","...","Perros","Perros",1,"0","NULL","","P","2012-08-15 10:43:28.893","1",NA
2009,"América Latina","Caribe Latino","Dominican Republic","DOM",5,"Espaillat","DOM.8_1","DOM-ESP","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2009-06-17 09:15:47.680","1",NA
2011,"América Latina","Caribe Latino","Dominican Republic","DOM",10,"Espaillat","DOM.8_1","DOM-ESP","NULL","Sin Informacion","...","Perros","Perros",1,"0","NULL","","P","2011-10-24 09:14:17.330","1",NA
2004,"América Latina","Caribe Latino","Dominican Republic","DOM",5,"Hato Mayor","DOM.9_1","DOM-HMJ","Hato Mayor","DOM.9.2_1","DOM-HMJ-000002","Perros","Perros",1,"0","NULL","NULL","P","2004-05-27 08:37:17.687","1","DOM010002"
2005,"América Latina","Caribe Latino","Dominican Republic","DOM",1,"Hato Mayor","DOM.9_1","DOM-HMJ","Hato Mayor","DOM.9.2_1","DOM-HMJ-000002","Perros","Perros",1,"0","NULL","NULL","P","2005-02-01 08:34:21.947","1","DOM010002"
2008,"América Latina","Caribe Latino","Dominican Republic","DOM",3,"Hato Mayor","DOM.9_1","DOM-HMJ","Hato Mayor","DOM.9.2_1","DOM-HMJ-000002","Perros","Perros",1,"0","NULL","NULL","P","2008-05-05 14:19:08.843","1","DOM010002"
2007,"América Latina","Caribe Latino","Dominican Republic","DOM",4,"Hato Mayor","DOM.9_1","DOM-HMJ","Hato Mayor","DOM.9.2_1","DOM-HMJ-000002","Perros","Perros",1,"0","NULL","NULL","P","2007-06-18 09:31:01.037","1","DOM010002"
2005,"América Latina","Caribe Latino","Dominican Republic","DOM",9,"Hato Mayor","DOM.9_1","DOM-HMJ","Hato Mayor","DOM.9.2_1","DOM-HMJ-000002","Perros","Perros",1,"0","NULL","NULL","P","2005-10-14 10:45:11.973","1","DOM010002"
2013,"América Latina","Caribe Latino","Dominican Republic","DOM",9,"Hato Mayor","DOM.9_1","DOM-HMJ","Hato Mayor","DOM.9.2_1","DOM-HMJ-000002","Perros","Perros",1,"0","NULL","","P","2014-02-28 07:08:24.587","1","DOM010002"
2013,"América Latina","Caribe Latino","Dominican Republic","DOM",3,"Hato Mayor","DOM.9_1","DOM-HMJ","Sabana De La Mar","DOM.9.3_1","DOM-HMJ-000003","Perros","Perros",1,"0","NULL","","P","2013-11-04 11:52:17.257","1","DOM010003"
2006,"América Latina","Caribe Latino","Dominican Republic","DOM",9,"Hato Mayor","DOM.9_1","DOM-HMJ","Sabana De La Mar","DOM.9.3_1","DOM-HMJ-000003","Perros","Perros",1,"0","NULL","NULL","P","2006-10-25 09:37:34.790","1","DOM010003"
2004,"América Latina","Caribe Latino","Dominican Republic","DOM",2,"Hato Mayor","DOM.9_1","DOM-HMJ","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2004-02-09 00:00:00.000","NULL",NA
2003,"América Latina","Caribe Latino","Dominican Republic","DOM",4,"Hato Mayor","DOM.9_1","DOM-HMJ","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2003-05-12 00:00:00.000","NULL",NA
2004,"América Latina","Caribe Latino","Dominican Republic","DOM",0,"Hato Mayor","DOM.9_1","DOM-HMJ","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2005-10-14 13:41:36.997","1",NA
2003,"América Latina","Caribe Latino","Dominican Republic","DOM",10,"Hato Mayor","DOM.9_1","DOM-HMJ","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2003-10-29 00:00:00.000","NULL",NA
2016,"América Latina","Caribe Latino","Dominican Republic","DOM",3,"Independencia","DOM.10_1","DOM-IND","La Descubierta","DOM.10.4_1","DOM-IND-000001","Perros","Perros",1,"0","NULL","","P","2016-03-11 18:29:42.463","1","DOM011003"
2015,"América Latina","Caribe Latino","Dominican Republic","DOM",11,"Independencia","DOM.10_1","DOM-IND","La Descubierta","DOM.10.4_1","DOM-IND-000001","Perros","Perros",1,"0","NULL","","P","2015-12-29 19:55:54.797","1","DOM011003"
2004,"América Latina","Caribe Latino","Dominican Republic","DOM",0,"Independencia","DOM.10_1","DOM-IND","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2005-10-14 13:41:36.997","1",NA
2005,"América Latina","Caribe Latino","Dominican Republic","DOM",12,"La Altagracia","DOM.11_1","DOM-LAL","Altagracia","Sin Informacion","DOM-LAL-000006","Perros","Perros",1,"0","NULL","NULL","P","2005-12-29 12:17:47.030","1",NA
2004,"América Latina","Caribe Latino","Dominican Republic","DOM",10,"La Altagracia","DOM.11_1","DOM-LAL","Higuey","DOM.11.2_1","DOM-LAL-000005","Perros","Perros",1,"0","NULL","NULL","P","2004-10-27 18:24:18.403","1","DOM012001"
2005,"América Latina","Caribe Latino","Dominican Republic","DOM",4,"La Altagracia","DOM.11_1","DOM-LAL","Higuey","DOM.11.2_1","DOM-LAL-000005","Perros","Perros",2,"0","NULL","NULL","P","2005-05-12 13:55:35.233","2","DOM012001"
2008,"América Latina","Caribe Latino","Dominican Republic","DOM",7,"La Altagracia","DOM.11_1","DOM-LAL","Higuey","DOM.11.2_1","DOM-LAL-000005","Perros","Perros",1,"0","NULL","NULL","P","2008-08-20 10:25:27.580","1","DOM012001"
2008,"América Latina","Caribe Latino","Dominican Republic","DOM",10,"La Altagracia","DOM.11_1","DOM-LAL","Higuey","DOM.11.2_1","DOM-LAL-000005","Perros","Perros",1,"0","NULL","NULL","P","2008-11-24 10:50:12.990","1","DOM012001"
2006,"América Latina","Caribe Latino","Dominican Republic","DOM",7,"La Altagracia","DOM.11_1","DOM-LAL","Higuey","DOM.11.2_1","DOM-LAL-000005","Perros","Perros",1,"0","NULL","NULL","P","2006-10-25 09:36:27.620","1","DOM012001"
2005,"América Latina","Caribe Latino","Dominican Republic","DOM",5,"La Altagracia","DOM.11_1","DOM-LAL","Higuey","DOM.11.2_1","DOM-LAL-000005","Perros","Perros",1,"0","NULL","NULL","P","2005-06-02 15:10:12.670","1","DOM012001"
2006,"América Latina","Caribe Latino","Dominican Republic","DOM",1,"La Altagracia","DOM.11_1","DOM-LAL","Higuey","DOM.11.2_1","DOM-LAL-000005","Perros","Perros",1,"0","NULL","NULL","P","2006-02-06 09:19:28.167","1","DOM012001"
2003,"América Latina","Caribe Latino","Dominican Republic","DOM",6,"La Altagracia","DOM.11_1","DOM-LAL","Sin Informacion","Sin Informacion","...","Perros","Perros",2,"NULL","NULL","NULL","P","2003-06-18 00:00:00.000","NULL",NA
2004,"América Latina","Caribe Latino","Dominican Republic","DOM",0,"La Altagracia","DOM.11_1","DOM-LAL","Sin Informacion","Sin Informacion","...","Perros","Perros",2,"0","NULL","NULL","P","2005-10-14 13:41:36.997","2",NA
2003,"América Latina","Caribe Latino","Dominican Republic","DOM",11,"La Altagracia","DOM.11_1","DOM-LAL","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2003-12-01 00:00:00.000","NULL",NA
2004,"América Latina","Caribe Latino","Dominican Republic","DOM",2,"La Altagracia","DOM.11_1","DOM-LAL","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2004-03-15 00:00:00.000","NULL",NA
2013,"América Latina","Caribe Latino","Dominican Republic","DOM",5,"La Romana","DOM.13_1","DOM-LRO","Romana","DOM.13.2_1","DOM-LRO-000001","Perros","Perros",1,"0","NULL","","P","2013-11-04 11:55:12.330","1","DOM013002"
2012,"América Latina","Caribe Latino","Dominican Republic","DOM",12,"La Romana","DOM.13_1","DOM-LRO","Romana","DOM.13.2_1","DOM-LRO-000001","Perros","Perros",1,"0","NULL","","P","2013-01-21 09:11:37.140","1","DOM013002"
2011,"América Latina","Caribe Latino","Dominican Republic","DOM",11,"La Romana","DOM.13_1","DOM-LRO","Romana","DOM.13.2_1","DOM-LRO-000001","Perros","Perros",1,"0","NULL","","P","2011-12-07 19:21:09.410","1","DOM013002"
2008,"América Latina","Caribe Latino","Dominican Republic","DOM",6,"La Romana","DOM.13_1","DOM-LRO","Romana","DOM.13.2_1","DOM-LRO-000001","Perros","Perros",1,"0","NULL","NULL","P","2008-07-02 10:08:48.787","1","DOM013002"
2015,"América Latina","Caribe Latino","Dominican Republic","DOM",9,"La Romana","DOM.13_1","DOM-LRO","Romana","DOM.13.2_1","DOM-LRO-000001","Perros","Perros",1,"0","NULL","","P","2015-12-29 19:55:54.713","1","DOM013002"
2007,"América Latina","Caribe Latino","Dominican Republic","DOM",9,"La Romana","DOM.13_1","DOM-LRO","Romana","DOM.13.2_1","DOM-LRO-000001","Perros","Perros",2,"0","NULL","NULL","P","2007-10-05 10:38:13.127","2","DOM013002"
2008,"América Latina","Caribe Latino","Dominican Republic","DOM",10,"La Romana","DOM.13_1","DOM-LRO","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2008-11-24 10:50:12.990","1",NA
2008,"América Latina","Caribe Latino","Dominican Republic","DOM",1,"La Vega","DOM.14_1","DOM-LVE","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2008-02-11 11:01:44.193","1",NA
2009,"América Latina","Caribe Latino","Dominican Republic","DOM",11,"La Vega","DOM.14_1","DOM-LVE","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2009-12-09 09:22:34.680","1",NA
2007,"América Latina","Caribe Latino","Dominican Republic","DOM",6,"La Vega","DOM.14_1","DOM-LVE","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2007-07-11 13:43:49.157","1",NA
2012,"América Latina","Caribe Latino","Dominican Republic","DOM",11,"La Vega","DOM.14_1","DOM-LVE","NULL","Sin Informacion","...","Perros","Perros",1,"0","NULL","","P","2013-01-14 16:04:50.060","1",NA
2007,"América Latina","Caribe Latino","Dominican Republic","DOM",9,"La Vega","DOM.14_1","DOM-LVE","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2007-10-25 11:43:28.707","1",NA
2007,"América Latina","Caribe Latino","Dominican Republic","DOM",6,"La Vega","DOM.14_1","DOM-LVE","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2007-07-09 09:41:50.730","1",NA
2009,"América Latina","Caribe Latino","Dominican Republic","DOM",5,"La Vega","DOM.14_1","DOM-LVE","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2009-06-17 09:15:47.680","1",NA
2006,"América Latina","Caribe Latino","Dominican Republic","DOM",5,"La Vega","DOM.14_1","DOM-LVE","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2006-07-17 09:18:45.613","1",NA
2007,"América Latina","Caribe Latino","Dominican Republic","DOM",6,"La Vega","DOM.14_1","DOM-LVE","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2007-07-09 09:42:09.763","1",NA
2006,"América Latina","Caribe Latino","Dominican Republic","DOM",8,"La Vega","DOM.14_1","DOM-LVE","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2006-10-25 09:37:14.353","1",NA
2012,"América Latina","Caribe Latino","Dominican Republic","DOM",12,"Maria Trinidad Sanchez","DOM.15_1","DOM-MTS","Nagua","DOM.15.3_1","DOM-MTS-000001","Perros","Perros",1,"0","NULL","","P","2013-01-21 09:11:37.000","1","DOM015003"
2009,"América Latina","Caribe Latino","Dominican Republic","DOM",5,"Maria Trinidad Sanchez","DOM.15_1","DOM-MTS","Nagua","DOM.15.3_1","DOM-MTS-000001","Perros","Perros",1,"0","NULL","NULL","P","2009-06-17 09:15:47.680","1","DOM015003"
2013,"América Latina","Caribe Latino","Dominican Republic","DOM",3,"Monsenor Nouel","DOM.16_1","DOM-MNV","NULL","Sin Informacion","...","Perros","Perros",1,"0","NULL","","P","2013-11-04 11:52:17.263","1",NA
2012,"América Latina","Caribe Latino","Dominican Republic","DOM",11,"Monte Cristi","DOM.17_1","DOM-MCR","NULL","Sin Informacion","...","Perros","Perros",1,"1","NULL","","P","2013-01-21 09:10:53.343","0",NA
2013,"América Latina","Caribe Latino","Dominican Republic","DOM",6,"Monte Cristi","DOM.17_1","DOM-MCR","NULL","Sin Informacion","...","Perros","Perros",1,"0","NULL","","P","2013-11-04 11:54:39.857","1",NA
2003,"América Latina","Caribe Latino","Dominican Republic","DOM",6,"Monte Cristi","DOM.17_1","DOM-MCR","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2003-06-18 00:00:00.000","NULL",NA
2005,"América Latina","Caribe Latino","Dominican Republic","DOM",7,"Monte Cristi","DOM.17_1","DOM-MCR","Sin Informacion","Sin Informacion","...","Perros","Perros",2,"0","NULL","NULL","P","2005-08-05 08:55:02.287","2",NA
2005,"América Latina","Caribe Latino","Dominican Republic","DOM",8,"Monte Cristi","DOM.17_1","DOM-MCR","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2005-08-22 10:24:25.677","1",NA
2004,"América Latina","Caribe Latino","Dominican Republic","DOM",7,"Monte Cristi","DOM.17_1","DOM-MCR","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2004-08-03 09:33:12.043","1",NA
2008,"América Latina","Caribe Latino","Dominican Republic","DOM",4,"Monte Cristi","DOM.17_1","DOM-MCR","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2008-05-05 14:19:39.953","1",NA
2008,"América Latina","Caribe Latino","Dominican Republic","DOM",3,"Monte Cristi","DOM.17_1","DOM-MCR","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2008-05-05 14:18:59.267","1",NA
2006,"América Latina","Caribe Latino","Dominican Republic","DOM",8,"Monte Cristi","DOM.17_1","DOM-MCR","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2006-10-25 09:37:14.353","1",NA
2013,"América Latina","Caribe Latino","Dominican Republic","DOM",2,"Monte Cristi","DOM.17_1","DOM-MCR","NULL","Sin Informacion","...","Perros","Perros",1,"0","NULL","","P","2013-11-04 11:50:43.763","1",NA
2005,"América Latina","Caribe Latino","Dominican Republic","DOM",9,"Monte Cristi","DOM.17_1","DOM-MCR","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2005-09-29 14:07:59.027","1",NA
2006,"América Latina","Caribe Latino","Dominican Republic","DOM",7,"Monte Cristi","DOM.17_1","DOM-MCR","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2006-07-31 10:42:45.440","1",NA
2005,"América Latina","Caribe Latino","Dominican Republic","DOM",7,"Monte Cristi","DOM.17_1","DOM-MCR","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2005-07-28 13:42:17.213","1",NA
2004,"América Latina","Caribe Latino","Dominican Republic","DOM",5,"Monte Cristi","DOM.17_1","DOM-MCR","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2004-05-27 08:37:17.687","1",NA
2013,"América Latina","Caribe Latino","Dominican Republic","DOM",1,"Monte Plata","DOM.18_1","DOM-MPL","Bayaguana","DOM.18.1_1","DOM-MPL-000002","Perros","Perros",1,"0","NULL","","P","2013-02-26 09:34:15.473","1","DOM018001"
2011,"América Latina","Caribe Latino","Dominican Republic","DOM",6,"Monte Plata","DOM.18_1","DOM-MPL","Bayaguana","DOM.18.1_1","DOM-MPL-000002","Perros","Perros",1,"0","NULL","","P","2011-09-13 09:56:20.923","1","DOM018001"
2008,"América Latina","Caribe Latino","Dominican Republic","DOM",11,"Monte Plata","DOM.18_1","DOM-MPL","Bayaguana","DOM.18.1_1","DOM-MPL-000002","Perros","Perros",1,"0","NULL","NULL","P","2008-12-03 11:36:48.863","1","DOM018001"
2009,"América Latina","Caribe Latino","Dominican Republic","DOM",4,"Monte Plata","DOM.18_1","DOM-MPL","Monte Plata","DOM.18.3_1","DOM-MPL-000001","Perros","Perros",1,"0","NULL","NULL","P","2009-06-17 09:14:51.227","1","DOM018002"
2014,"América Latina","Caribe Latino","Dominican Republic","DOM",1,"Monte Plata","DOM.18_1","DOM-MPL","Monte Plata","DOM.18.3_1","DOM-MPL-000001","Perros","Perros",1,"0","NULL","","P","2014-11-24 07:00:27.490","1","DOM018002"
2005,"América Latina","Caribe Latino","Dominican Republic","DOM",1,"Monte Plata","DOM.18_1","DOM-MPL","Monte Plata","DOM.18.3_1","DOM-MPL-000001","Perros","Perros",1,"0","NULL","NULL","P","2005-02-01 08:34:41.540","1","DOM018002"
2009,"América Latina","Caribe Latino","Dominican Republic","DOM",5,"Monte Plata","DOM.18_1","DOM-MPL","Monte Plata","DOM.18.3_1","DOM-MPL-000001","Perros","Perros",2,"0","NULL","NULL","P","2009-06-17 09:15:56.040","2","DOM018002"
2009,"América Latina","Caribe Latino","Dominican Republic","DOM",4,"Monte Plata","DOM.18_1","DOM-MPL","Monte Plata","DOM.18.3_1","DOM-MPL-000001","Perros","Perros",1,"0","NULL","NULL","P","2009-06-17 09:15:18.603","1","DOM018002"
2005,"América Latina","Caribe Latino","Dominican Republic","DOM",8,"Monte Plata","DOM.18_1","DOM-MPL","Monte Plata","DOM.18.3_1","DOM-MPL-000001","Perros","Perros",1,"0","NULL","NULL","P","2005-08-22 10:24:25.677","1","DOM018002"
2012,"América Latina","Caribe Latino","Dominican Republic","DOM",10,"Monte Plata","DOM.18_1","DOM-MPL","NULL","Sin Informacion","...","Perros","Perros",1,"0","NULL","","P","2012-11-16 08:33:08.867","1",NA
2009,"América Latina","Caribe Latino","Dominican Republic","DOM",4,"Monte Plata","DOM.18_1","DOM-MPL","Sin Informacion","Sin Informacion","...","Perros","Perros",2,"0","NULL","NULL","P","2009-06-17 09:15:18.603","2",NA
2012,"América Latina","Caribe Latino","Dominican Republic","DOM",2,"Monte Plata","DOM.18_1","DOM-MPL","Yamasa","DOM.18.5_1","DOM-MPL-000004","Perros","Perros",1,"0","NULL","","P","2012-04-02 08:53:47.550","1","DOM018004"
