Ano,Mes,Semana,Regiao,Sub_Regiao,Pais,UnidMaior,UnidMenor,Especie,Categoria,TotalCasos,TotalNaoConfirmados
2005,7,27,Latin America,Mexico,Mexico,San Luis Potosi,NA,Hematophagous Bats,Hematophagous Bats,1,0
2005,7,27,Latin America,Mexico,Mexico,Sonora,NA,Foxes,Other Wild Lives,1,0
2005,7,27,Latin America,Mexico,Mexico,Tabasco,NA,Bovines,Bovines,1,0
2005,7,27,Latin America,Mexico,Mexico,Tabasco,Canduacan,Bovines,Bovines,1,0
2005,7,27,Latin America,Mexico,Mexico,Tabasco,Centro,Bovines,Bovines,4,0
2005,7,27,Latin America,Mexico,Mexico,Tabasco,Teapa,Bovines,Bovines,1,0
2005,7,27,Latin America,South Cone,Paraguay,Presidente Hayes,Villa Hayes,Bovines,Bovines,1,0
2005,7,28,Latin America,Andean Area,Bolivia,Chuquisaca,NA,Cats,Cats,1,0
2005,7,28,Latin America,Andean Area,Bolivia,Chuquisaca,NA,Dogs,Dogs,1,0
2005,7,28,Latin America,Andean Area,Bolivia,Cochabamba,NA,Dogs,Dogs,1,0
2005,7,28,Latin America,Andean Area,Bolivia,La Paz,NA,Dogs,Dogs,6,0
2005,7,28,Latin America,Andean Area,Bolivia,Potosi,NA,Dogs,Dogs,2,0
2005,7,28,Latin America,Andean Area,Bolivia,Santa Cruz,NA,Bovines,Bovines,1,0
2005,7,28,Latin America,Andean Area,Bolivia,Santa Cruz,NA,Dogs,Dogs,10,0
2005,7,28,Latin America,Andean Area,Colombia,Magdalena,Ariguani(El Dificil),Dogs,Dogs,1,0
2005,7,28,Latin America,Andean Area,Ecuador,Morona-Santiago,Limon Indanza,Bovines,Bovines,1,0
2005,7,28,Latin America,Andean Area,Ecuador,Pastaza,NA,Humans,Humans,1,0
2005,7,28,Latin America,Andean Area,Ecuador,Pastaza,NA,Humans,Humans,1,0
2005,7,28,Latin America,Andean Area,Peru,Ayacucho,Huamanga,Bovines,Bovines,1,0
2005,7,28,Latin America,Andean Area,Venezuela,Zulia,Lagunillas,Dogs,Dogs,1,0
2005,7,28,Latin America,Andean Area,Venezuela,Zulia,Mara,Dogs,Dogs,1,0
2005,7,28,Latin America,Andean Area,Venezuela,Zulia,Simon Bolivar,Dogs,Dogs,1,0
2005,7,28,Latin America,Brazil,Brazil,Maranhão,Godofredo Viana,Humans,Humans,1,0
2005,7,28,Latin America,Central America,El Salvador,La Union,San Alejo,Dogs,Dogs,1,0
2005,7,28,Latin America,Central America,El Salvador,San Miguel,San Miguel,Dogs,Dogs,2,0
2005,7,28,Latin America,Central America,El Salvador,San Salvador,Aguilares,Dogs,Dogs,1,0
2005,7,28,Latin America,Central America,El Salvador,Sonsonate,Sonsonate,Bovines,Bovines,1,0
2005,7,28,Latin America,Latin Caribbean,Dominican Republic,Monte Plata,Monte Plata,Mongooses,Mangooses,1,0
2005,7,28,Latin America,Mexico,Mexico,Hidalgo,Tlanchinol,Bovines,Bovines,1,0
2005,7,28,Latin America,Mexico,Mexico,Mexico,NA,Dogs,Dogs,3,0
2005,7,28,Latin America,Mexico,Mexico,Mexico,Ecatepec,Equines,Other Farm Animals,1,0
2005,7,28,Latin America,Mexico,Mexico,San Luis Potosi,NA,Bovines,Bovines,1,0
2005,7,28,Latin America,Mexico,Mexico,Tamaulipas,NA,Bovines,Bovines,3,0
2005,7,28,Latin America,Mexico,Mexico,Tamaulipas,NA,Hematophagous Bats,Hematophagous Bats,1,0
2005,7,28,Latin America,Mexico,Mexico,Veracruz,Panuco,Bovines,Bovines,1,0
2005,7,28,Latin America,Mexico,Mexico,Yucatan,NA,Bovines,Bovines,1,0
2005,7,28,Latin America,South Cone,Argentina,Formosa,NA,Bovines,Bovines,1,0
2005,7,28,Latin America,South Cone,Argentina,Formosa,NA,Equines,Other Farm Animals,1,0
2005,7,29,Latin America,Andean Area,Bolivia,Chuquisaca,NA,Dogs,Dogs,3,0
2005,7,29,Latin America,Andean Area,Bolivia,Cochabamba,NA,Cats,Cats,1,0
2005,7,29,Latin America,Andean Area,Bolivia,Cochabamba,NA,Dogs,Dogs,1,0
2005,7,29,Latin America,Andean Area,Bolivia,La Paz,NA,Dogs,Dogs,5,0
2005,7,29,Latin America,Andean Area,Bolivia,Oruro,NA,Dogs,Dogs,3,0
2005,7,29,Latin America,Andean Area,Bolivia,Santa Cruz,NA,Bovines,Bovines,1,0
2005,7,29,Latin America,Andean Area,Bolivia,Santa Cruz,NA,Dogs,Dogs,6,0
2005,7,29,Latin America,Andean Area,Bolivia,Tarija,NA,Dogs,Dogs,1,0
2005,7,29,Latin America,Andean Area,Colombia,Choco,Acandi,Equines,Other Farm Animals,1,0
2005,7,29,Latin America,Andean Area,Ecuador,Morona-Santiago,Huamboya,Bovines,Bovines,2,0
2005,7,29,Latin America,Andean Area,Peru,Pasco,Oxapampa,Bovines,Bovines,3,2
2005,7,29,Latin America,Andean Area,Peru,Piura,Sullana,Dogs,Dogs,1,0
2005,7,29,Latin America,Andean Area,Venezuela,Zulia,Lagunillas,Dogs,Dogs,2,0
2005,7,29,Latin America,Central America,El Salvador,Cabanas,Guacotecti,Dogs,Dogs,1,0
2005,7,29,Latin America,Central America,El Salvador,La Libertad,Arce,Dogs,Dogs,1,0
2005,7,29,Latin America,Central America,El Salvador,La Union,La Union,Dogs,Dogs,1,0
2005,7,29,Latin America,Central America,Guatemala,Huehuetenango,Aguacatan,Bovines,Bovines,1,0
2005,7,29,Latin America,Central America,Guatemala,Quiche,NA,Bovines,Bovines,1,0
2005,7,29,Latin America,Latin Caribbean,Dominican Republic,Monte Cristi,NA,Dogs,Dogs,1,0
2005,7,29,Latin America,Latin Caribbean,Dominican Republic,San Juan,S.j.de La Maguana,Dogs,Dogs,1,0
2005,7,29,Latin America,Latin Caribbean,Dominican Republic,Santo Domingo,Santo Domingo,Dogs,Dogs,1,0
2005,7,29,Latin America,Mexico,Mexico,Chiapas,Tonala,Equines,Other Farm Animals,1,0
2005,7,29,Latin America,Mexico,Mexico,Mexico,NA,Dogs,Dogs,3,0
2005,7,29,Latin America,Mexico,Mexico,Mexico,Ecatepec,Bovines,Bovines,1,0
2005,7,29,Latin America,Mexico,Mexico,Oaxaca,NA,Bovines,Bovines,1,0
2005,7,29,Latin America,Mexico,Mexico,Oaxaca,NA,Dogs,Dogs,1,0
2005,7,29,Latin America,Mexico,Mexico,San Luis Potosi,NA,Bovines,Bovines,3,0
2005,7,29,Latin America,South Cone,Chile,Region Metropolitana,Santiago,Non-hematophagous Bats,Non-Hematophagous Bats,1,0
2005,7,29,Latin America,South Cone,Chile,V - Región (Valparaiso),Valparaiso,Non-hematophagous Bats,Non-Hematophagous Bats,1,0
2005,7,29,Latin America,South Cone,Paraguay,Presidente Hayes,Pozo Colorado,Bovines,Bovines,1,0
2005,7,30,Latin America,Andean Area,Bolivia,Chuquisaca,NA,Dogs,Dogs,1,0
2005,7,30,Latin America,Andean Area,Bolivia,La Paz,NA,Dogs,Dogs,4,0
2005,7,30,Latin America,Andean Area,Bolivia,Santa Cruz,NA,Dogs,Dogs,6,0
2005,7,30,Latin America,Andean Area,Colombia,Bolivar,Santa Rosa,Dogs,Dogs,1,0
2005,7,30,Latin America,Andean Area,Colombia,Choco,Acandi,Equines,Other Farm Animals,1,0
2005,7,30,Latin America,Andean Area,Ecuador,Morona-Santiago,Huamboya,Bovines,Bovines,1,0
2005,7,30,Latin America,Andean Area,Peru,Pasco,Oxapampa,Bovines,Bovines,1,0
2005,7,30,Latin America,Andean Area,Venezuela,Zulia,Lagunillas,Dogs,Dogs,1,0
2005,7,30,Latin America,Andean Area,Venezuela,Zulia,Mara,Dogs,Dogs,1,0
2005,7,30,Latin America,Central America,El Salvador,Cabanas,Ilobasco,Bovines,Bovines,1,0
2005,7,30,Latin America,Central America,El Salvador,San Salvador,Guazapa,Bovines,Bovines,1,0
2005,7,30,Latin America,Central America,El Salvador,San Salvador,San Salvador,Dogs,Dogs,1,0
2005,7,30,Latin America,Central America,Guatemala,El Progreso,S.a.acasaguastlan,Cats,Cats,1,0
2005,7,30,Latin America,Central America,Guatemala,Suchitepequez,Mazatenango,Cats,Cats,1,0
2005,7,30,Latin America,Latin Caribbean,Cuba,Ciego de Avila,Ciego De Avila,Dogs,Dogs,1,0
2005,7,30,Latin America,Latin Caribbean,Cuba,Ciego de Avila,Iro De Enero,Mongooses,Mangooses,1,0
2005,7,30,Latin America,Latin Caribbean,Dominican Republic,La Altagracia,Higuey,Equines,Other Farm Animals,1,0
2005,7,30,Latin America,Latin Caribbean,Dominican Republic,Monte Cristi,NA,Dogs,Dogs,2,0
2005,7,30,Latin America,Latin Caribbean,Dominican Republic,San Juan,S.j.de La Maguana,Dogs,Dogs,1,0
2005,7,30,Latin America,Mexico,Mexico,Campeche,Champoton,Ovines,Other Farm Animals,1,0
2005,7,30,Latin America,Mexico,Mexico,Hidalgo,NA,Bovines,Bovines,2,0
2005,7,30,Latin America,Mexico,Mexico,Mexico,NA,Dogs,Dogs,1,0
2005,7,30,Latin America,Mexico,Mexico,Puebla,NA,Dogs,Dogs,1,0
2005,7,30,Latin America,Mexico,Mexico,San Luis Potosi,NA,Bovines,Bovines,4,0
2005,7,30,Latin America,Mexico,Mexico,San Luis Potosi,NA,Wildlife,Other Wild Lives,2,0
2005,7,30,Latin America,Mexico,Mexico,San Luis Potosi,Cd. Valles,Bovines,Bovines,4,0
2005,7,30,Latin America,Mexico,Mexico,San Luis Potosi,Cd. Valles,Equines,Other Farm Animals,1,0
2005,7,30,Latin America,South Cone,Paraguay,Paraguari,Caapucu,Bovines,Bovines,1,0
2005,7,30,Latin America,South Cone,Paraguay,Presidente Hayes,NA,Bovines,Bovines,1,0
2005,7,30,Latin America,South Cone,Paraguay,Presidente Hayes,Pozo Colorado,Bovines,Bovines,2,0
2005,7,30,Latin America,South Cone,Paraguay,Presidente Hayes,Villa Hayes,Bovines,Bovines,1,0
2005,8,0,Latin America,Brazil,Brazil,Bahia,NA,Bovines,Bovines,5,0
2005,8,0,Latin America,Brazil,Brazil,Bahia,NA,Dogs,Dogs,1,0
2005,8,0,Latin America,Brazil,Brazil,Ceará,NA,Bovines,Bovines,2,0
2005,8,0,Latin America,Brazil,Brazil,Ceará,NA,Dogs,Dogs,1,0
2005,8,0,Latin America,Brazil,Brazil,Distrito Federal,NA,Bovines,Bovines,1,0
2005,8,0,Latin America,Brazil,Brazil,Distrito Federal,NA,Equines,Other Farm Animals,1,0
2005,8,0,Latin America,Brazil,Brazil,Espírito Santo,NA,Bovines,Bovines,2,0
2005,8,0,Latin America,Brazil,Brazil,Espírito Santo,NA,Equines,Other Farm Animals,1,0
2005,8,0,Latin America,Brazil,Brazil,Goiás,NA,Bovines,Bovines,19,0
2005,8,0,Latin America,Brazil,Brazil,Goiás,NA,Equines,Other Farm Animals,4,0
2005,8,0,Latin America,Brazil,Brazil,Goiás,NA,Hematophagous Bats,Hematophagous Bats,8,0
2005,8,0,Latin America,Brazil,Brazil,Maranhão,NA,Bovines,Bovines,3,0
2005,8,0,Latin America,Brazil,Brazil,Maranhão,NA,Dogs,Dogs,2,0
2005,8,0,Latin America,Brazil,Brazil,Mato Grosso,NA,Bovines,Bovines,5,0
2005,8,0,Latin America,Brazil,Brazil,Mato Grosso,NA,Dogs,Dogs,1,0
2005,8,0,Latin America,Brazil,Brazil,Mato Grosso do Sul,NA,Bovines,Bovines,5,0
2005,8,0,Latin America,Brazil,Brazil,Minas Gerais,NA,Bovines,Bovines,31,0
2005,8,0,Latin America,Brazil,Brazil,Minas Gerais,NA,Equines,Other Farm Animals,2,0
2005,8,0,Latin America,Brazil,Brazil,Minas Gerais,NA,Non-hematophagous Bats,Non-Hematophagous Bats,1,0
2005,8,0,Latin America,Brazil,Brazil,Pará,NA,Bovines,Bovines,9,0
2005,8,0,Latin America,Brazil,Brazil,Pará,NA,Dogs,Dogs,1,0
2005,8,0,Latin America,Brazil,Brazil,Pará,NA,Equines,Other Farm Animals,2,0
2005,8,0,Latin America,Brazil,Brazil,Pará,NA,Hematophagous Bats,Hematophagous Bats,1,0
2005,8,0,Latin America,Brazil,Brazil,Paraná,NA,Bovines,Bovines,4,0
2005,8,0,Latin America,Brazil,Brazil,Paraná,NA,Non-hematophagous Bats,Non-Hematophagous Bats,4,0
2005,8,0,Latin America,Brazil,Brazil,Pernambuco,NA,Cats,Cats,1,0
2005,8,0,Latin America,Brazil,Brazil,Pernambuco,NA,Dogs,Dogs,3,0
2005,8,0,Latin America,Brazil,Brazil,Piauí,NA,Dogs,Dogs,1,0
2005,8,0,Latin America,Brazil,Brazil,Rio de Janeiro,NA,Bovines,Bovines,7,0
2005,8,0,Latin America,Brazil,Brazil,Rio Grande do Sul,NA,Bovines,Bovines,2,0
2005,8,0,Latin America,Brazil,Brazil,Rondônia,NA,Dogs,Dogs,1,0
2005,8,0,Latin America,Brazil,Brazil,Santa Catarina,NA,Bovines,Bovines,7,0
2005,8,0,Latin America,Brazil,Brazil,São Paulo,NA,Bovines,Bovines,9,0
2005,8,0,Latin America,Brazil,Brazil,São Paulo,NA,Non-hematophagous Bats,Non-Hematophagous Bats,9,0
2005,8,0,Latin America,Brazil,Brazil,Sergipe,NA,Bovines,Bovines,1,0
2005,8,0,Latin America,Brazil,Brazil,Sergipe,NA,Dogs,Dogs,1,0
2005,8,0,Latin America,Brazil,Brazil,Tocantins,NA,Bovines,Bovines,7,0
2005,8,0,Latin America,Brazil,Brazil,Tocantins,NA,Equines,Other Farm Animals,5,0
2005,8,0,Latin America,Mexico,Mexico,Campeche,Campeche,Bovines,Bovines,1,NA
2005,8,0,Latin America,Mexico,Mexico,Campeche,Escarcega,Bovines,Bovines,1,NA
2005,8,0,Latin America,Mexico,Mexico,Chiapas,Tonala,Bovines,Bovines,1,NA
2005,8,0,Latin America,Mexico,Mexico,Chiapas,Tuxtla Gutierrez,Bovines,Bovines,1,NA
2005,8,0,Latin America,Mexico,Mexico,Hidalgo,NA,Bovines,Bovines,1,NA
2005,8,0,Latin America,Mexico,Mexico,Hidalgo,Tenango De Doria,Bovines,Bovines,1,NA
2005,8,0,Latin America,Mexico,Mexico,Mexico,NA,Humans,Humans,1,NA
2005,8,0,Latin America,Mexico,Mexico,Mexico,Tlatlaya,Bovines,Bovines,1,NA
2005,8,0,Latin America,Mexico,Mexico,San Luis Potosi,NA,Humans,Humans,1,NA
2005,8,0,Latin America,Mexico,Mexico,San Luis Potosi,Santa Catarina,Bovines,Bovines,1,NA
2005,8,0,Latin America,Mexico,Mexico,Tabasco,NA,Bovines,Bovines,1,NA
2005,8,0,Latin America,Mexico,Mexico,Tabasco,Canduacan,Bovines,Bovines,1,NA
2005,8,0,Latin America,Mexico,Mexico,Veracruz,Panuco,Bovines,Bovines,1,NA
2005,8,0,Latin America,Mexico,Mexico,Yucatan,Merida,Bovines,Bovines,1,NA
2005,8,31,Latin America,Andean Area,Bolivia,Cochabamba,NA,Dogs,Dogs,1,0
2005,8,31,Latin America,Andean Area,Bolivia,La Paz,NA,Dogs,Dogs,4,0
2005,8,31,Latin America,Andean Area,Bolivia,Santa Cruz,NA,Dogs,Dogs,6,0
2005,8,31,Latin America,Andean Area,Bolivia,Santa Cruz,NA,Farm Animal not specified,Other Farm Animals,1,0
2005,8,31,Latin America,Andean Area,Colombia,Cesar,La Jagua De Ibirico,Bovines,Bovines,1,0
2005,8,31,Latin America,Andean Area,Ecuador,Morona-Santiago,NA,Bovines,Bovines,1,0
2005,8,31,Latin America,Andean Area,Venezuela,Zulia,Lagunillas,Dogs,Dogs,2,0
2005,8,31,Latin America,Andean Area,Venezuela,Zulia,Mara,Dogs,Dogs,1,0
2005,8,31,Latin America,Brazil,Brazil,Maranhão,Carutapera,Humans,Humans,1,0
2005,8,31,Latin America,Central America,Belize,Cayo,NA,Bovines,Bovines,2,0
2005,8,31,Latin America,Central America,El Salvador,Cabanas,Ilobasco,Bovines,Bovines,1,0
2005,8,31,Latin America,Central America,El Salvador,Cabanas,Sensuntepeque,Dogs,Dogs,1,0
2005,8,31,Latin America,Central America,El Salvador,Cabanas,Victoria,Dogs,Dogs,1,0
2005,8,31,Latin America,Central America,El Salvador,San Salvador,Cuscatancingo,Cats,Cats,1,0
2005,8,31,Latin America,Central America,El Salvador,San Salvador,Guazapa,Bovines,Bovines,1,0
2005,8,31,Latin America,Central America,Guatemala,Chimaltenango,S.m.jilotepeque,Dogs,Dogs,1,0
2005,8,31,Latin America,Central America,Guatemala,San Marcos,NA,Dogs,Dogs,1,0
2005,8,31,Latin America,Latin Caribbean,Cuba,Pinar del Rio,Los Palacios,Cats,Cats,1,0
2005,8,31,Latin America,Latin Caribbean,Dominican Republic,Monte Cristi,NA,Dogs,Dogs,1,0
2005,8,31,Latin America,Latin Caribbean,Dominican Republic,Monte Plata,Monte Plata,Dogs,Dogs,1,0
2005,8,31,Latin America,Latin Caribbean,Dominican Republic,San Pedro de Macoris,San Pedro De Macoris,Dogs,Dogs,1,0
2005,8,31,Latin America,Mexico,Mexico,Mexico,NA,Dogs,Dogs,1,0
2005,8,31,Latin America,Mexico,Mexico,Oaxaca,Tuxtepec,Bovines,Bovines,1,0
2005,8,31,Latin America,Mexico,Mexico,San Luis Potosi,Santa Catarina,Bovines,Bovines,1,0
2005,8,31,Latin America,Mexico,Mexico,San Luis Potosi,Tamasopo,Bovines,Bovines,3,0
2005,8,31,Latin America,Mexico,Mexico,San Luis Potosi,Tamasopo,Bovines,Bovines,3,NA
2005,8,31,Latin America,Mexico,Mexico,Yucatan,NA,Bovines,Bovines,1,0
2005,8,31,Latin America,South Cone,Chile,V - Región (Valparaiso),Quillota,Non-hematophagous Bats,Non-Hematophagous Bats,1,0
2005,8,32,Latin America,Andean Area,Bolivia,Chuquisaca,NA,Dogs,Dogs,2,0
2005,8,32,Latin America,Andean Area,Bolivia,Cochabamba,NA,Dogs,Dogs,1,0
2005,8,32,Latin America,Andean Area,Bolivia,La Paz,NA,Dogs,Dogs,5,0
2005,8,32,Latin America,Andean Area,Bolivia,Oruro,NA,Dogs,Dogs,1,0
2005,8,32,Latin America,Andean Area,Bolivia,Potosi,NA,Dogs,Dogs,1,0
2005,8,32,Latin America,Andean Area,Bolivia,Santa Cruz,NA,Dogs,Dogs,13,0
2005,8,32,Latin America,Andean Area,Colombia,Antioquia,Necocli,Bovines,Bovines,1,0
2005,8,32,Latin America,Andean Area,Colombia,Cesar,Chiriguana,Bovines,Bovines,1,0
2005,8,32,Latin America,Andean Area,Colombia,Choco,Acandi,Bovines,Bovines,1,0
2005,8,32,Latin America,Andean Area,Colombia,Cordoba,Sahagun,Bovines,Bovines,1,0
2005,8,32,Latin America,Andean Area,Peru,Apurimac,Andahuaylas,Bovines,Bovines,1,0
2005,8,32,Latin America,Andean Area,Peru,Apurimac,Chincheros,Equines,Other Farm Animals,2,0
2005,8,32,Latin America,Andean Area,Peru,Ayacucho,La Mar,Bovines,Bovines,1,0
2005,8,32,Latin America,Andean Area,Venezuela,Zulia,La Cañada De Urdaneta,Dogs,Dogs,1,0
2005,8,32,Latin America,Central America,Belize,Cayo,NA,Bovines,Bovines,1,0
2005,8,32,Latin America,Central America,El Salvador,San Salvador,Aguilares,Dogs,Dogs,1,0
2005,8,32,Latin America,Central America,El Salvador,San Salvador,Guazapa,Dogs,Dogs,1,0
2005,8,32,Latin America,Central America,Guatemala,El Progreso,S.a.acasaguastlan,Dogs,Dogs,1,0
2005,8,32,Latin America,Central America,Guatemala,Jalapa,Jalapa,Dogs,Dogs,1,0
2005,8,32,Latin America,Central America,Guatemala,Quiche,NA,Dogs,Dogs,1,0
2005,8,32,Latin America,Central America,Guatemala,San Marcos,Sibinal,Dogs,Dogs,1,0
2005,8,32,Latin America,Latin Caribbean,Cuba,Pinar del Rio,Consolacion Del Sur,Cats,Cats,1,0
2005,8,32,Latin America,Latin Caribbean,Dominican Republic,Sánchez Ramírez,NA,Bats (category Not Specified),Bats (Category Not Specified),2,0
2005,8,32,Latin America,Latin Caribbean,Dominican Republic,Santo Domingo,Santo Domingo,Dogs,Dogs,1,0
2005,8,32,Latin America,Latin Caribbean,Dominican Republic,Santo Domingo,Santo Domingo,Mongooses,Mangooses,1,0
2005,8,32,Latin America,Mexico,Mexico,Chihuahua,NA,Cats,Cats,1,0
2005,8,32,Latin America,Mexico,Mexico,Hidalgo,NA,Bovines,Bovines,2,0
2005,8,32,Latin America,Mexico,Mexico,Mexico,NA,Dogs,Dogs,3,0
2005,8,32,Latin America,Mexico,Mexico,Mexico,Tejupilco,Ovines,Other Farm Animals,1,0
2005,8,32,Latin America,Mexico,Mexico,Michoacan,Apatzingan,Bovines,Bovines,2,0
2005,8,32,Latin America,South Cone,Chile,V - Región (Valparaiso),Quilpue,Non-hematophagous Bats,Non-Hematophagous Bats,1,0
2005,8,32,Latin America,South Cone,Paraguay,Cordillera,Atyra,Bovines,Bovines,1,0
2005,8,33,Latin America,Andean Area,Bolivia,Chuquisaca,NA,Cats,Cats,1,0
2005,8,33,Latin America,Andean Area,Bolivia,Chuquisaca,NA,Dogs,Dogs,3,0
2005,8,33,Latin America,Andean Area,Bolivia,Cochabamba,NA,Dogs,Dogs,2,0
2005,8,33,Latin America,Andean Area,Bolivia,La Paz,NA,Dogs,Dogs,2,0
2005,8,33,Latin America,Andean Area,Bolivia,Santa Cruz,NA,Dogs,Dogs,12,0
2005,8,33,Latin America,Andean Area,Colombia,Casanare,Hato Corozal,Equines,Other Farm Animals,1,0
2005,8,33,Latin America,Andean Area,Colombia,Casanare,Yopal,Bovines,Bovines,1,0
2005,8,33,Latin America,Andean Area,Colombia,Cordoba,NA,Bovines,Bovines,1,0
2005,8,33,Latin America,Andean Area,Venezuela,Zulia,Lagunillas,Dogs,Dogs,3,0
2005,8,33,Latin America,Central America,El Salvador,Cabanas,Ilobasco,Dogs,Dogs,1,0
2005,8,33,Latin America,Central America,El Salvador,Cuscatlan,Cojutepeque,Dogs,Dogs,1,0
2005,8,33,Latin America,Latin Caribbean,Cuba,Ciego de Avila,Iro De Enero,Mongooses,Mangooses,1,0
2005,8,33,Latin America,Latin Caribbean,Cuba,Matanzas,Colon,Mongooses,Mangooses,2,0
2005,8,33,Latin America,Mexico,Mexico,Mexico,NA,Dogs,Dogs,1,0
2005,8,34,Latin America,Andean Area,Bolivia,Chuquisaca,NA,Dogs,Dogs,1,0
2005,8,34,Latin America,Andean Area,Bolivia,La Paz,NA,Dogs,Dogs,3,0
2005,8,34,Latin America,Andean Area,Bolivia,Oruro,NA,Dogs,Dogs,1,0
2005,8,34,Latin America,Andean Area,Bolivia,Santa Cruz,NA,Dogs,Dogs,12,0
2005,8,34,Latin America,Andean Area,Peru,Ayacucho,La Mar,Equines,Other Farm Animals,1,0
2005,8,34,Latin America,Andean Area,Peru,Madre de Dios,Tahuamanu,Bovines,Bovines,1,0
2005,8,34,Latin America,Andean Area,Venezuela,Zulia,Lagunillas,Dogs,Dogs,1,0
2005,8,34,Latin America,Brazil,Brazil,Maranhão,Cândido Mendes,Humans,Humans,1,0
2005,8,34,Latin America,Brazil,Brazil,Minas Gerais,Grão Mogol,Humans,Humans,1,0
2005,8,34,Latin America,Central America,El Salvador,San Miguel,San Gerardo,Dogs,Dogs,1,0
2005,8,34,Latin America,Central America,El Salvador,San Salvador,San Salvador,Dogs,Dogs,1,0
2005,8,34,Latin America,Latin Caribbean,Cuba,Pinar del Rio,Candelaria,Bovines,Bovines,1,0
2005,8,34,Latin America,Latin Caribbean,Cuba,Villa Clara,Camajuani,Dogs,Dogs,1,0
2005,8,34,Latin America,Latin Caribbean,Dominican Republic,Santo Domingo,Santo Domingo,Dogs,Dogs,1,0
2005,8,34,Latin America,Mexico,Mexico,Chiapas,Tonala,Bovines,Bovines,1,0
2005,8,34,Latin America,Mexico,Mexico,Mexico,NA,Caprines,Other Farm Animals,1,0
2005,8,34,Latin America,Mexico,Mexico,Mexico,NA,Dogs,Dogs,1,0
2005,8,34,Latin America,Mexico,Mexico,San Luis Potosi,Santa Catarina,Skunks,Other Wild Lives,1,0
2005,8,34,Latin America,South Cone,Chile,V - Región (Valparaiso),Papudo,Non-hematophagous Bats,Non-Hematophagous Bats,1,0
2005,8,34,Latin America,South Cone,Chile,VIII - Región (Bio-Bio),Talcahuano,Non-hematophagous Bats,Non-Hematophagous Bats,1,0
2005,8,34,Latin America,South Cone,Paraguay,Boqueron,NA,Bovines,Bovines,1,0
2005,8,34,Latin America,South Cone,Paraguay,Caazapa,San Juan Nepomuceno,Dogs,Dogs,1,0
2005,8,34,Latin America,South Cone,Paraguay,Presidente Hayes,Villa Hayes,Bovines,Bovines,1,0
2005,8,35,Latin America,Andean Area,Bolivia,Chuquisaca,NA,Dogs,Dogs,1,0
2005,8,35,Latin America,Andean Area,Bolivia,La Paz,NA,Cats,Cats,1,0
2005,8,35,Latin America,Andean Area,Bolivia,La Paz,NA,Dogs,Dogs,3,0
2005,8,35,Latin America,Andean Area,Bolivia,Potosi,NA,Dogs,Dogs,2,0
2005,8,35,Latin America,Andean Area,Bolivia,Santa Cruz,NA,Dogs,Dogs,12,0
2005,8,35,Latin America,Andean Area,Colombia,Cesar,Curumani,Bovines,Bovines,1,0
2005,8,35,Latin America,Andean Area,Ecuador,El Oro,NA,Dogs,Dogs,1,0
2005,8,35,Latin America,Andean Area,Peru,Apurimac,Abancay,Bovines,Bovines,5,4
2005,8,35,Latin America,Andean Area,Peru,Ucayali,Padre Abad,Bovines,Bovines,1,0
2005,8,35,Latin America,Andean Area,Venezuela,Monagas,Sotillo,Bovines,Bovines,1,0
2005,8,35,Latin America,Andean Area,Venezuela,Zulia,Lagunillas,Dogs,Dogs,1,0
2005,8,35,Latin America,Andean Area,Venezuela,Zulia,San Francisco,Dogs,Dogs,1,0
2005,8,35,Latin America,Brazil,Brazil,Maranhão,Cândido Mendes,Humans,Humans,1,0
2005,8,35,Latin America,Brazil,Brazil,Pará,Viseu,Humans,Humans,1,0
2005,8,35,Latin America,Central America,El Salvador,Cabanas,NA,Bovines,Bovines,1,0
2005,8,35,Latin America,Central America,El Salvador,La Libertad,San Juan Opico,Dogs,Dogs,1,0
2005,8,35,Latin America,Central America,El Salvador,San Miguel,San Miguel,Cats,Cats,1,0
2005,8,35,Latin America,Central America,Guatemala,Huehuetenango,NA,Dogs,Dogs,1,0
2005,8,35,Latin America,Central America,Panama,Cocle,NA,Bovines,Bovines,1,0
2005,8,35,Latin America,Mexico,Mexico,Hidalgo,NA,Equines,Other Farm Animals,1,0
2005,8,35,Latin America,Mexico,Mexico,San Luis Potosi,NA,Skunks,Other Wild Lives,1,0
2005,8,35,Latin America,Mexico,Mexico,Sonora,NA,Wildlife,Other Wild Lives,1,0
2005,8,35,Latin America,Mexico,Mexico,Tamaulipas,NA,Bovines,Bovines,1,0
2005,8,35,Latin America,Mexico,Mexico,Veracruz,NA,Bovines,Bovines,1,0
2005,8,35,Latin America,South Cone,Paraguay,Boqueron,Mcal. Estigarribia,Bovines,Bovines,1,0
2005,8,35,Latin America,South Cone,Paraguay,Caazapa,Gral. Higinio Morinigo,Bovines,Bovines,1,0
2005,8,35,Latin America,South Cone,Paraguay,Cordillera,Caacupe,Bovines,Bovines,1,0
2005,9,0,Latin America,Brazil,Brazil,Bahia,NA,Bovines,Bovines,3,0
2005,9,0,Latin America,Brazil,Brazil,Bahia,NA,Foxes,Other Wild Lives,1,0
2005,9,0,Latin America,Brazil,Brazil,Espírito Santo,NA,Bovines,Bovines,4,0
2005,9,0,Latin America,Brazil,Brazil,Goiás,NA,Bovines,Bovines,17,0
2005,9,0,Latin America,Brazil,Brazil,Goiás,NA,Equines,Other Farm Animals,4,0
